run_id,category,circuit,seq_type,seq_len,seq_str,init_and,init_lev,final_and,final_lev,runtime_s
8bf0e5b139f5,arithmetic,adder,reference,6,balance; rewrite; rewrite -z; balance; rewrite -z; balance,1020,255,1020,255,0.0361
ed4f2f8ee59e,arithmetic,adder,reference,10,balance; rewrite; refactor; balance; rewrite; rewrite -z; balance; refactor -z; rewrite -z; balance,1020,255,1019,255,0.041
d489c2e34410,arithmetic,adder,random,5,rewrite; balance; refactor -z; refactor; refactor,1020,255,1019,255,0.035
821b89ca9291,arithmetic,log2,random,5,refactor -z; rewrite; rewrite -z; resub -z; rewrite,32060,444,30015,395,0.9947
40946c63f718,arithmetic,log2,random,5,refactor; resub; resub; dc2; refactor -z,32060,444,29307,357,1.1976
93a6f0d27397,arithmetic,log2,random,5,resub; resub -z; rewrite; balance; resub,32060,444,31417,410,0.4293
e6f5055a1400,arithmetic,log2,random,5,refactor; refactor; refactor -z; balance; refactor,32060,444,31365,408,1.1491
11cc00af3614,arithmetic,log2,random,5,resub; refactor -z; refactor -z; rewrite -z; dc2,32060,444,29419,359,1.4843
50dc37791e52,arithmetic,log2,random,5,resub; rewrite; rewrite -z; balance; resub -z,32060,444,30079,387,0.6614
7524246682b3,arithmetic,log2,random,5,resub -z; resub; resub -z; refactor; rewrite -z,32060,444,30440,403,0.8428
d87755c9ebd8,arithmetic,log2,random,5,resub; resub -z; rewrite -z; dc2; resub -z,32060,444,29322,360,1.0818
3772be1e4570,arithmetic,log2,random,5,rewrite -z; rewrite -z; refactor; resub -z; refactor,32060,444,29506,403,1.2519
459f8827bffa,arithmetic,log2,random,5,rewrite; rewrite -z; dc2; resub; refactor,32060,444,29321,359,1.3222
3251d78e6bbd,arithmetic,log2,random,5,refactor -z; rewrite; refactor; resub; resub,32060,444,30721,422,0.9267
7584f3575465,arithmetic,log2,random,5,dc2; balance; rewrite -z; rewrite -z; balance,32060,444,29245,358,0.9166
6c33e55cc568,arithmetic,log2,random,5,rewrite; dc2; dc2; rewrite; balance,32060,444,29226,357,1.3391
e678157bf949,arithmetic,log2,random,5,resub -z; rewrite -z; refactor -z; resub; balance,32060,444,29410,387,0.7327
290125de81c6,arithmetic,log2,random,5,rewrite -z; resub -z; refactor -z; refactor -z; dc2,32060,444,29280,360,1.3771
649efc7c1618,arithmetic,log2,random,5,refactor; resub; refactor; refactor -z; rewrite,32060,444,31320,423,1.1037
67cbe614c47f,arithmetic,log2,random,5,refactor -z; refactor; rewrite; balance; refactor,32060,444,31252,408,1.0423
3ffa7c092d5f,arithmetic,log2,random,5,rewrite -z; refactor; rewrite; resub -z; resub -z,32060,444,29483,403,0.8247
3cb73ee10cd5,arithmetic,log2,random,5,dc2; balance; resub -z; resub -z; dc2,32060,444,29204,359,1.1826
8865bbabb685,arithmetic,log2,random,5,refactor -z; dc2; dc2; rewrite -z; balance,32060,444,29191,358,1.504
7ea91b95a490,arithmetic,log2,random,5,rewrite; rewrite; balance; refactor -z; balance,32060,444,31325,410,0.6402
9d9e9b58899b,arithmetic,log2,random,5,refactor; refactor -z; refactor; dc2; rewrite -z,32060,444,29272,358,1.5422
65c608b979b9,arithmetic,log2,random,5,resub -z; balance; rewrite; dc2; dc2,32060,444,29198,357,1.2798
3a4384ac2a7b,arithmetic,log2,random,5,dc2; resub; refactor; refactor; refactor -z,32060,444,29285,358,1.3557
b6225c20778a,arithmetic,log2,random,5,rewrite -z; rewrite -z; resub; refactor; refactor,32060,444,29526,403,1.2724
6cd669c62226,arithmetic,log2,random,5,rewrite -z; rewrite -z; refactor -z; rewrite -z; resub,32060,444,29475,395,1.2191
dde0b460ba09,arithmetic,log2,random,5,dc2; dc2; dc2; rewrite -z; dc2,32060,444,29168,358,2.186
b107827d7e9d,arithmetic,log2,random,5,dc2; refactor -z; resub; dc2; resub,32060,444,29158,358,1.4203
af00b4a5a3b7,arithmetic,log2,random,5,rewrite; rewrite; refactor -z; refactor -z; resub -z,32060,444,30759,422,0.9968
a70e64d424d1,arithmetic,log2,random,5,balance; refactor; resub -z; refactor; refactor,32060,444,31355,410,0.938
7077f01942b1,arithmetic,log2,random,5,resub -z; dc2; refactor -z; rewrite -z; balance,32060,444,29261,357,1.0412
764ad3a0e18b,arithmetic,log2,random,5,refactor -z; dc2; resub; refactor; resub,32060,444,29252,358,1.2237
4a3e6ba5d0eb,arithmetic,log2,random,5,refactor -z; dc2; dc2; balance; resub -z,32060,444,29189,358,1.3974
50401558eeda,arithmetic,log2,random,5,refactor; rewrite -z; resub; refactor; rewrite -z,32060,444,29459,403,1.2697
7684bb2f1c86,arithmetic,log2,random,5,balance; rewrite -z; resub; refactor -z; resub -z,32060,444,29421,392,0.6815
cbfe7fb3bc74,arithmetic,log2,random,5,rewrite; resub -z; dc2; refactor -z; resub -z,32060,444,29281,359,1.1019
4fa6d4b8cf9e,arithmetic,log2,random,5,dc2; dc2; rewrite; resub -z; refactor,32060,444,29217,359,1.5149
67389aa1358c,arithmetic,log2,random,5,resub -z; rewrite; refactor; resub; refactor -z,32060,444,31440,424,0.9601
de2b6962059d,arithmetic,log2,random,5,resub; rewrite -z; rewrite; rewrite; resub,32060,444,30169,403,0.8214
cd5d1eb5fd74,arithmetic,log2,random,5,dc2; rewrite -z; refactor; resub; balance,32060,444,29238,358,1.0598
51eb1e460ce9,arithmetic,log2,random,5,rewrite; refactor -z; dc2; refactor; dc2,32060,444,29205,358,1.7473
3a0d78cac646,arithmetic,log2,random,5,dc2; resub -z; rewrite -z; resub -z; refactor,32060,444,29235,358,1.1181
1111028860a1,arithmetic,log2,random,5,resub -z; resub; refactor -z; dc2; dc2,32060,444,29219,358,1.4728
8a969270734d,arithmetic,log2,random,5,rewrite; dc2; rewrite -z; rewrite -z; balance,32060,444,29282,357,1.0539
b1ce855134b8,arithmetic,log2,random,5,balance; rewrite; balance; balance; rewrite,32060,444,31252,408,0.3567
2777d54ccd24,arithmetic,log2,random,5,refactor -z; rewrite -z; resub -z; resub -z; balance,32060,444,30012,387,0.7827
bb2b900e8449,arithmetic,log2,random,5,resub -z; rewrite -z; resub; rewrite; resub,32060,444,30140,403,0.7086
117bb08a4b36,arithmetic,log2,random,5,dc2; resub; resub; rewrite; refactor -z,32060,444,29283,358,1.0756
5ab1e5aec5af,arithmetic,log2,random,5,balance; resub -z; dc2; rewrite; balance,32060,444,29253,357,0.7695
26a8cbff61db,arithmetic,log2,random,5,balance; balance; refactor -z; resub; dc2,32060,444,29252,358,0.9169
6325d15cfa1b,arithmetic,log2,random,5,rewrite -z; refactor -z; rewrite -z; rewrite -z; dc2,32060,444,29388,360,1.6036
6488727ea617,arithmetic,log2,random,5,refactor -z; resub -z; resub -z; resub; rewrite -z,32060,444,30384,394,0.8946
343fb498d454,arithmetic,log2,random,5,refactor -z; refactor; balance; resub; rewrite,32060,444,30543,406,0.8454
5cfad682c928,arithmetic,log2,random,5,dc2; rewrite; dc2; rewrite -z; resub,32060,444,29197,359,1.3902
a73a1508829e,arithmetic,log2,random,5,rewrite; rewrite -z; refactor; refactor -z; refactor,32060,444,29620,398,1.1964
2c7736e66b88,arithmetic,log2,random,5,refactor; resub; refactor; resub -z; dc2,32060,444,29309,357,1.2289
a7aca69454c2,arithmetic,log2,random,5,resub; dc2; dc2; dc2; dc2,32060,444,29182,358,2.0537
7eb5a47a629b,arithmetic,log2,random,5,refactor; refactor -z; rewrite -z; resub -z; resub,32060,444,30072,394,1.0551
39b79e72f80f,arithmetic,log2,random,5,dc2; resub; balance; refactor; rewrite,32060,444,29242,358,0.9981
509455ded5fa,arithmetic,log2,random,5,balance; refactor -z; dc2; rewrite; refactor -z,32060,444,29248,359,1.223
ffe1b485e6c6,arithmetic,log2,random,5,balance; dc2; dc2; rewrite; rewrite -z,32060,444,29212,358,1.3217
c6c9f31034a7,arithmetic,log2,random,5,balance; resub -z; rewrite; balance; dc2,32060,444,29242,357,0.7952
7b8aab369ee6,arithmetic,log2,random,5,refactor -z; resub -z; resub -z; resub -z; dc2,32060,444,29281,359,1.0699
a5a7b41d4f09,arithmetic,log2,random,5,refactor -z; dc2; rewrite -z; rewrite; dc2,32060,444,29205,358,1.6349
8f65aead8453,arithmetic,log2,random,5,rewrite; rewrite -z; refactor -z; refactor; resub,32060,444,29460,398,1.0408
68793e9975ec,arithmetic,log2,random,5,resub -z; resub -z; refactor; balance; refactor,32060,444,31382,410,0.7358
1368dd3a6c1a,arithmetic,log2,random,5,rewrite -z; resub; refactor; resub -z; resub,32060,444,29498,403,0.7814
a15461e70a3f,arithmetic,log2,random,5,rewrite -z; resub; resub; dc2; resub -z,32060,444,29270,359,1.0667
e4311ebc40d2,arithmetic,log2,random,5,dc2; refactor; resub; balance; dc2,32060,444,29201,358,1.3321
9b4856fa55b9,arithmetic,log2,random,5,rewrite; balance; dc2; rewrite -z; refactor,32060,444,29262,357,1.1198
327d6817b7d8,arithmetic,log2,random,5,refactor -z; dc2; resub -z; refactor -z; resub -z,32060,444,29249,358,1.2232
d5c48b1d9235,arithmetic,log2,random,5,rewrite; rewrite -z; resub -z; rewrite; refactor -z,32060,444,29486,398,0.9619
bf71e8bb4c96,arithmetic,log2,random,5,refactor; resub -z; refactor; rewrite; resub -z,32060,444,31459,444,0.884
c79e22b203a4,arithmetic,log2,random,5,rewrite -z; dc2; resub; resub -z; refactor -z,32060,444,29298,358,1.2545
44e36f16758e,arithmetic,log2,random,5,resub; resub -z; resub -z; refactor; balance,32060,444,31389,410,0.5205
d38b1293d11c,arithmetic,log2,random,5,balance; resub -z; refactor; resub -z; rewrite -z,32060,444,30353,392,0.752
d7d1c6b2c0fe,arithmetic,log2,random,5,rewrite; balance; resub; rewrite; resub -z,32060,444,31296,408,0.5302
2dd45b7fa6b7,arithmetic,log2,random,5,refactor -z; balance; dc2; dc2; balance,32060,444,29189,358,1.3194
8ee88f04026b,arithmetic,log2,random,5,refactor -z; rewrite; rewrite; refactor; resub,32060,444,30717,422,0.9876
60dcf5df6aa4,arithmetic,log2,random,5,refactor; dc2; refactor; resub -z; resub,32060,444,29288,359,1.2037
a43c169ad0b0,arithmetic,log2,random,5,rewrite -z; dc2; rewrite -z; resub; resub -z,32060,444,29278,358,1.1666
84695a73d7f0,arithmetic,log2,random,5,dc2; dc2; dc2; balance; resub,32060,444,29186,358,1.6039
48f3a8443925,arithmetic,log2,random,5,resub; refactor -z; balance; dc2; rewrite,32060,444,29258,358,1.0579
2c55ed6be1f3,arithmetic,log2,random,5,rewrite -z; resub -z; rewrite; resub; refactor -z,32060,444,29490,397,0.8657
f41c55f188ff,arithmetic,log2,random,5,rewrite -z; dc2; balance; balance; rewrite -z,32060,444,29365,358,1.0408
bb8316119403,arithmetic,log2,random,5,refactor; refactor; rewrite; refactor; rewrite -z,32060,444,30436,403,1.3458
26d904a6bfbe,arithmetic,log2,random,5,resub -z; refactor; dc2; refactor -z; resub -z,32060,444,29278,359,1.2206
55b44c8af4f2,arithmetic,log2,random,5,balance; rewrite -z; rewrite; refactor; resub -z,32060,444,29438,392,0.7193
994d33a0307f,arithmetic,log2,random,5,refactor -z; rewrite; resub; dc2; dc2,32060,444,29209,357,1.5568
d07e1aea7d6f,arithmetic,log2,random,5,rewrite; rewrite -z; rewrite; refactor -z; rewrite -z,32060,444,29582,398,1.0809
5e622427dd3e,arithmetic,log2,random,5,resub; rewrite; resub; resub -z; rewrite,32060,444,31529,443,0.5513
16e5d1c276b4,arithmetic,log2,random,5,dc2; resub -z; resub; resub; rewrite -z,32060,444,29276,358,0.9493
7b6825535cb2,arithmetic,log2,random,5,rewrite -z; refactor; resub; resub; rewrite -z,32060,444,29471,403,1.042
6d424dc533ce,arithmetic,log2,random,5,resub; dc2; balance; resub -z; refactor,32060,444,29253,357,0.9329
f9dd95b2a512,arithmetic,log2,random,5,balance; rewrite -z; rewrite -z; rewrite -z; refactor,32060,444,29645,383,1.0544
3199e5638186,arithmetic,log2,random,5,refactor; resub; rewrite -z; dc2; dc2,32060,444,29331,358,1.7025
27ab78650c83,arithmetic,log2,random,5,rewrite; resub; refactor; resub; resub -z,32060,444,31465,443,0.6907
b9ea9d5dc0e2,arithmetic,log2,random,5,refactor -z; dc2; rewrite -z; resub -z; refactor -z,32060,444,29229,358,1.3241
f0cf4d9d0297,arithmetic,log2,random,5,dc2; refactor -z; resub -z; refactor -z; resub,32060,444,29273,358,1.1768
6661f4feb03e,arithmetic,log2,random,5,resub; balance; dc2; rewrite -z; refactor,32060,444,29255,359,1.0296
2d6269f19c40,arithmetic,log2,random,5,rewrite; balance; rewrite; resub; balance,32060,444,31270,408,0.4549
39f1abb04c4d,arithmetic,log2,random,5,balance; dc2; resub; resub -z; refactor -z,32060,444,29253,358,0.9415
6d8e91608474,arithmetic,log2,random,5,resub; balance; resub; rewrite; balance,32060,444,31270,408,0.3677
a5a096b65e1d,arithmetic,log2,random,5,resub; balance; rewrite; balance; resub -z,32060,444,31261,408,0.3563
58131a9213ae,arithmetic,log2,random,5,dc2; dc2; refactor -z; refactor -z; dc2,32060,444,29194,358,1.9693
7a651fa8d260,arithmetic,log2,random,5,resub -z; rewrite; refactor; dc2; resub -z,32060,444,29279,358,1.131
e8b7f22f862e,arithmetic,log2,random,5,resub -z; refactor; resub -z; refactor -z; resub -z,32060,444,30788,426,0.8202
425f618d9cfa,arithmetic,log2,random,5,resub; refactor; refactor; refactor; refactor -z,32060,444,31465,425,1.2244
ff69a7d5ff76,arithmetic,log2,random,5,dc2; dc2; refactor -z; resub -z; refactor,32060,444,29219,359,1.5754
ce356b6a9ff0,arithmetic,log2,random,5,refactor; dc2; rewrite -z; rewrite -z; resub -z,32060,444,29263,359,1.2257
806e77407903,arithmetic,log2,random,5,rewrite -z; rewrite; rewrite; resub; balance,32060,444,30114,387,0.7076
df3bd7728472,arithmetic,log2,random,5,rewrite -z; refactor; dc2; refactor -z; refactor,32060,444,29404,358,1.5207
2a572c8c843a,arithmetic,log2,random,5,dc2; refactor; refactor -z; resub; balance,32060,444,29260,358,1.1034
2ac4af6ecf7c,arithmetic,log2,random,5,resub; rewrite -z; rewrite; refactor -z; balance,32060,444,29551,387,0.7822
5013cfa9d8b3,arithmetic,log2,random,5,resub; balance; refactor -z; dc2; rewrite -z,32060,444,29241,358,1.0724
2a3642fcf42b,arithmetic,log2,random,5,resub -z; balance; dc2; resub -z; rewrite -z,32060,444,29239,359,0.885
aadad438447f,arithmetic,log2,random,5,rewrite; refactor -z; resub; dc2; dc2,32060,444,29207,359,1.5911
afaab2624cb3,arithmetic,log2,random,5,refactor; resub -z; resub -z; balance; resub,32060,444,31365,410,0.5318
3084279d614c,arithmetic,log2,random,5,rewrite; rewrite; dc2; refactor -z; dc2,32060,444,29213,358,1.5887
af442319992b,arithmetic,log2,random,5,refactor; resub -z; resub -z; resub; refactor,32060,444,31482,444,0.7886
df75e5c5abba,arithmetic,log2,random,5,dc2; resub; dc2; refactor -z; resub,32060,444,29176,358,1.4241
65269e80c5e9,arithmetic,log2,random,5,resub; dc2; rewrite; refactor; rewrite,32060,444,29298,357,1.118
fc3b89c2290e,arithmetic,log2,random,5,refactor -z; refactor -z; refactor -z; resub -z; rewrite,32060,444,30726,420,1.1111
2c44ad2170c8,arithmetic,log2,random,5,resub -z; refactor; resub; rewrite -z; resub,32060,444,30131,405,0.8464
dd82529c704a,arithmetic,log2,random,5,dc2; refactor -z; dc2; dc2; dc2,32060,444,29170,359,2.2306
795dd46995f8,arithmetic,log2,random,5,refactor -z; refactor; dc2; rewrite -z; rewrite,32060,444,29265,358,1.4091
316fdb82d925,arithmetic,log2,random,5,rewrite -z; refactor; refactor -z; dc2; dc2,32060,444,29339,359,1.7847
bd5bfbc65194,arithmetic,log2,random,5,resub; resub -z; rewrite; rewrite; dc2,32060,444,29324,359,0.9935
fa4359251ba8,arithmetic,log2,random,5,resub; resub; dc2; refactor; rewrite -z,32060,444,29294,357,1.1077
353ccc819e03,arithmetic,log2,random,5,rewrite -z; balance; balance; balance; resub,32060,444,30070,387,0.4571
7f82fc8b9d94,arithmetic,log2,random,5,balance; resub; refactor -z; resub; rewrite,32060,444,30608,408,0.6601
bbbedca16e88,arithmetic,log2,random,5,dc2; refactor; resub -z; resub; resub,32060,444,29285,358,1.0127
e5190e16a28e,arithmetic,log2,random,5,refactor -z; balance; resub; rewrite; refactor,32060,444,30541,406,0.8457
59816ceeccc1,arithmetic,log2,random,5,refactor -z; refactor -z; rewrite -z; refactor -z; resub -z,32060,444,29438,395,1.1895
1185fbaeb4b2,arithmetic,log2,random,5,rewrite -z; dc2; rewrite; rewrite -z; refactor,32060,444,29389,358,1.3851
e3de68b4f55d,arithmetic,log2,random,5,refactor; refactor; balance; resub -z; resub,32060,444,31363,410,0.7503
5e43a10e59d8,arithmetic,log2,random,5,refactor; refactor; resub; refactor; resub,32060,444,31482,444,0.9953
fa390e8a9305,arithmetic,log2,random,5,dc2; resub; balance; resub -z; rewrite -z,32060,444,29237,358,0.8868
b556b46f2eee,arithmetic,log2,random,5,rewrite -z; rewrite; resub -z; balance; dc2,32060,444,29267,358,1.0685
c4faa40a2294,arithmetic,log2,random,5,dc2; resub; dc2; rewrite -z; dc2,32060,444,29164,358,1.7854
f07c85cbc362,arithmetic,log2,random,5,refactor; dc2; resub -z; refactor; balance,32060,444,29261,358,1.1368
a2be552233c7,arithmetic,log2,random,5,dc2; dc2; refactor; refactor; resub -z,32060,444,29220,359,1.5785
b7b31bd70bce,arithmetic,log2,random,5,resub -z; resub -z; balance; dc2; dc2,32060,444,29212,357,1.1725
5042e9091872,arithmetic,log2,random,5,resub; resub; balance; balance; refactor -z,32060,444,31334,409,0.4728
af60c8db75d8,arithmetic,log2,random,5,refactor -z; resub; balance; dc2; rewrite -z,32060,444,29241,359,1.1045
4c4411a4447b,arithmetic,log2,random,5,resub -z; rewrite -z; balance; rewrite; balance,32060,444,30295,387,0.5754
26a1723d7f63,arithmetic,log2,random,5,dc2; refactor; rewrite -z; rewrite -z; resub -z,32060,444,29256,358,1.2156
923414cf057d,arithmetic,log2,random,5,resub; rewrite -z; dc2; rewrite -z; resub,32060,444,29284,359,1.1679
21d432165141,arithmetic,log2,random,5,refactor -z; resub -z; refactor; balance; resub,32060,444,30656,408,0.764
e9758af3bd66,arithmetic,log2,random,5,refactor -z; rewrite; resub; resub -z; dc2,32060,444,29281,358,1.1478
8d3b4b12a817,arithmetic,log2,random,5,rewrite; rewrite; dc2; dc2; resub,32060,444,29228,358,1.4266
9adaf8c138fe,arithmetic,log2,random,5,refactor; dc2; rewrite -z; refactor -z; resub,32060,444,29262,359,1.314
a39983dd08a0,arithmetic,log2,random,5,rewrite; dc2; balance; refactor -z; balance,32060,444,29277,357,0.9594
3afd13790d1b,arithmetic,log2,random,5,dc2; resub; resub; refactor; balance,32060,444,29260,358,0.9356
6a586670c614,arithmetic,log2,random,5,resub; refactor; resub -z; resub; dc2,32060,444,29316,357,1.0312
7d0a4a676299,arithmetic,log2,random,5,rewrite -z; resub -z; refactor; resub; balance,32060,444,29429,387,0.7179
4f770196450d,arithmetic,log2,random,5,dc2; balance; resub; rewrite; refactor,32060,444,29242,358,1.0171
1290f41a5428,arithmetic,log2,random,5,balance; resub -z; resub -z; dc2; rewrite -z,32060,444,29264,357,0.8959
1b2d81eded2f,arithmetic,log2,random,5,rewrite; rewrite -z; rewrite; resub; resub -z,32060,444,30163,403,0.79
0cdbb4cfb817,arithmetic,log2,random,5,refactor; dc2; balance; rewrite -z; dc2,32060,444,29212,358,1.4801
3daa85b87a57,arithmetic,log2,random,5,resub; refactor; dc2; rewrite -z; rewrite,32060,444,29289,359,1.1899
cefdeaa37677,arithmetic,log2,random,5,refactor -z; rewrite -z; refactor -z; rewrite; refactor,32060,444,29568,393,1.1906
626a4c2e69e4,arithmetic,log2,random,5,dc2; rewrite; dc2; refactor; balance,32060,444,29223,358,1.4136
5eadeddf1419,arithmetic,log2,random,5,resub -z; refactor; balance; resub; refactor,32060,444,31365,410,0.7404
a42f16a52fc8,arithmetic,log2,random,5,balance; resub -z; refactor -z; refactor; resub -z,32060,444,30706,410,0.7723
c25d441b9c4d,arithmetic,log2,random,5,rewrite; resub -z; dc2; rewrite -z; refactor,32060,444,29295,359,1.1693
39a1d6740855,arithmetic,log2,random,5,resub -z; dc2; dc2; resub; resub,32060,444,29223,357,1.2602
937144b9a0bf,arithmetic,log2,random,5,resub; dc2; refactor; resub; refactor -z,32060,444,29279,357,1.1711
431dd3fa8e0e,arithmetic,log2,random,5,rewrite; balance; resub; dc2; dc2,32060,444,29208,357,1.2833
50c7b3df659a,arithmetic,log2,random,5,rewrite -z; resub; balance; refactor -z; balance,32060,444,29398,387,0.6571
6b0b7535739e,arithmetic,log2,random,5,rewrite -z; resub; rewrite; balance; resub,32060,444,30060,387,0.6476
5c6bd5014501,arithmetic,log2,random,5,resub; dc2; rewrite -z; refactor; resub,32060,444,29260,357,1.0956
468a8645d866,arithmetic,log2,random,5,dc2; refactor -z; resub; dc2; rewrite -z,32060,444,29181,358,1.5249
5b2a2e7d2fb0,arithmetic,log2,random,5,balance; balance; rewrite -z; refactor -z; rewrite,32060,444,29525,392,0.6342
f84e1afd7e06,arithmetic,log2,random,5,balance; refactor -z; rewrite; resub; balance,32060,444,30572,408,0.5747
f7f9ec4f7aa0,arithmetic,log2,random,5,dc2; refactor -z; refactor; rewrite; resub -z,32060,444,29276,358,1.2312
43d264b077c4,arithmetic,log2,random,5,resub -z; balance; rewrite; resub -z; rewrite,32060,444,31296,408,0.5107
a54f573bb346,arithmetic,log2,random,5,rewrite; resub; resub; resub -z; resub -z,32060,444,31533,443,0.4809
180b2cc7dba0,arithmetic,log2,random,5,rewrite; refactor; refactor -z; balance; refactor -z,32060,444,31361,408,1.0693
359109704c94,arithmetic,log2,random,5,dc2; resub; balance; balance; balance,32060,444,29251,358,0.6243
e889ebf3d14d,arithmetic,log2,random,5,refactor -z; resub; refactor -z; balance; rewrite -z,32060,444,30313,391,0.9313
a336ec319907,arithmetic,log2,random,5,rewrite -z; dc2; balance; resub -z; balance,32060,444,29273,358,0.9349
b6abd5dbf046,arithmetic,log2,random,5,resub -z; refactor -z; refactor -z; refactor; resub,32060,444,30783,424,1.0291
b29f453536f6,arithmetic,log2,random,5,resub -z; resub; balance; refactor; resub -z,32060,444,31376,410,0.5396
455c6376a798,arithmetic,log2,random,5,refactor; refactor; resub -z; refactor -z; dc2,32060,444,29277,358,1.4472
91c8cb5c337c,arithmetic,log2,random,5,rewrite; dc2; balance; refactor; refactor,32060,444,29288,357,1.195
9c2843834ebd,arithmetic,log2,random,5,resub; rewrite; refactor -z; rewrite -z; refactor -z,32060,444,29586,393,1.0672
02602786eb27,arithmetic,log2,random,5,refactor -z; resub -z; resub -z; refactor; balance,32060,444,30680,408,0.7543
c022732d75e6,arithmetic,log2,random,5,balance; balance; refactor -z; resub; refactor,32060,444,30669,409,0.6731
a075abb5d6d9,arithmetic,log2,random,5,balance; refactor -z; resub -z; dc2; rewrite -z,32060,444,29258,359,1.0985
11e92bedcf89,arithmetic,log2,random,5,resub; rewrite; refactor -z; balance; resub -z,32060,444,30676,409,0.6613
8fc77acaddf0,arithmetic,log2,random,5,rewrite; dc2; balance; dc2; refactor,32060,444,29227,357,1.4346
271f185c8876,arithmetic,log2,random,5,rewrite; dc2; balance; rewrite; resub -z,32060,444,29248,357,0.9153
94f8fd70bd07,arithmetic,log2,random,5,resub -z; rewrite; refactor; balance; refactor,32060,444,31362,410,0.8501
d105205abfec,arithmetic,log2,random,5,refactor -z; resub -z; rewrite; rewrite -z; rewrite,32060,444,30350,395,0.9982
e4878edff124,arithmetic,log2,random,5,resub; balance; rewrite; resub -z; refactor -z,32060,444,31246,408,0.6484
c3252943e0b8,arithmetic,log2,random,5,resub; refactor -z; resub -z; resub -z; rewrite -z,32060,444,30389,394,0.8709
115d928e308f,arithmetic,log2,random,5,resub; dc2; refactor; rewrite; rewrite -z,32060,444,29292,357,1.1457
be1c25922f38,arithmetic,log2,random,5,resub; refactor; resub -z; rewrite; rewrite -z,32060,444,30436,405,0.9413
9268ba28a7ee,arithmetic,log2,random,5,dc2; resub -z; dc2; resub -z; rewrite -z,32060,444,29182,358,1.35
deb1412fbc89,arithmetic,log2,random,5,rewrite -z; resub; dc2; refactor -z; dc2,32060,444,29189,358,1.6523
0587a35c140e,arithmetic,log2,random,5,refactor -z; resub; balance; balance; dc2,32060,444,29245,359,0.943
f31d51675350,arithmetic,log2,random,5,rewrite; dc2; refactor; refactor; rewrite,32060,444,29309,358,1.3179
340dfe566a42,arithmetic,log2,random,5,resub; dc2; rewrite; resub -z; balance,32060,444,29255,357,0.8291
91f96a0147d6,arithmetic,log2,random,5,refactor -z; rewrite -z; resub -z; rewrite; refactor -z,32060,444,29422,393,1.0731
af4bdfbd2eb7,arithmetic,log2,random,5,refactor -z; dc2; rewrite; resub -z; resub,32060,444,29252,358,1.1167
beb38ef8255a,arithmetic,log2,random,5,balance; refactor -z; refactor -z; rewrite; resub,32060,444,30637,408,0.8407
efed9437eef2,arithmetic,log2,random,5,rewrite -z; resub -z; refactor -z; refactor -z; resub,32060,444,29477,395,0.9727
6e53d6068449,arithmetic,log2,random,5,rewrite -z; resub -z; refactor -z; resub; refactor -z,32060,444,29469,395,0.9754
2897a0ff272f,arithmetic,log2,random,5,rewrite; rewrite; refactor; dc2; balance,32060,444,29299,357,1.144
c8eb39511fa1,arithmetic,log2,random,5,refactor -z; dc2; resub -z; rewrite -z; balance,32060,444,29224,358,1.0876
a9103368d54a,arithmetic,log2,random,5,refactor; refactor; dc2; refactor; resub -z,32060,444,29289,358,1.4026
7d5c10c930e4,arithmetic,log2,random,5,resub; rewrite -z; refactor -z; rewrite -z; dc2,32060,444,29405,362,1.3535
4107c69c6435,arithmetic,log2,random,5,resub -z; balance; dc2; refactor -z; rewrite,32060,444,29256,359,0.9988
de10315dd0c2,arithmetic,log2,random,5,refactor -z; resub -z; refactor -z; refactor -z; balance,32060,444,30692,408,0.9385
1b4be3a2fb09,arithmetic,log2,random,5,rewrite -z; resub -z; rewrite; refactor; resub,32060,444,29487,403,0.8665
2008264beded,arithmetic,log2,random,5,refactor; refactor -z; rewrite -z; resub; resub,32060,444,30072,394,1.1202
ab3e54ecd783,arithmetic,log2,random,5,resub; resub -z; rewrite; refactor; rewrite -z,32060,444,30439,403,1.0052
09d9ebdbd416,arithmetic,log2,random,5,resub -z; rewrite -z; rewrite; refactor; refactor -z,32060,444,29604,398,1.026
9d15e9d4d3dd,arithmetic,log2,random,5,rewrite; resub; resub; rewrite; balance,32060,444,31433,410,0.4962
34013f57a652,arithmetic,log2,random,5,resub; refactor -z; rewrite -z; resub; rewrite -z,32060,444,30014,394,0.991
3aacceecd3b7,arithmetic,log2,random,5,dc2; resub; balance; resub; resub -z,32060,444,29260,358,0.7848
1608c28fe890,arithmetic,log2,random,5,balance; refactor -z; rewrite -z; balance; dc2,32060,444,29364,359,1.1186
3fd0b3178eab,arithmetic,log2,random,5,rewrite -z; dc2; rewrite; rewrite -z; resub -z,32060,444,29277,358,1.2264
05cc62d05357,arithmetic,log2,random,5,refactor; refactor; refactor -z; balance; rewrite -z,32060,444,30330,391,1.1497
276e76700ebb,arithmetic,log2,random,5,refactor; dc2; rewrite; refactor; rewrite -z,32060,444,29294,359,1.3525
2e702d8485a0,arithmetic,log2,random,5,resub -z; dc2; rewrite -z; dc2; refactor,32060,444,29222,357,1.5177
b27a88e36ab4,arithmetic,log2,random,5,refactor; rewrite -z; resub -z; rewrite -z; dc2,32060,444,29281,360,1.5347
3af9a5ebbb54,arithmetic,log2,random,5,dc2; resub -z; dc2; refactor -z; resub -z,32060,444,29176,358,1.4209
